Customer_ID,Journey_ID,Marketing_Channel,Interaction_Timestamp,Conversion_Flag,Revenue_Amount
CUST_21973,JRN_100013,Website,2021-03-13 00:00:00,1,132.7
CUST_21973,JRN_100013,Instagram,2021-03-15 00:00:00,1,132.7
CUST_21973,JRN_100013,Google Ads,2021-03-19 00:00:00,1,132.7
CUST_20512,JRN_100014,Website,2021-07-15 00:00:00,0,0.0
CUST_20512,JRN_100014,Website,2021-07-16 00:00:00,0,0.0
CUST_30217,JRN_100015,Website,2021-01-14 00:00:00,0,0.0
CUST_27834,JRN_100016,Instagram,2021-07-18 00:00:00,0,0.0
CUST_27834,JRN_100016,Website,2021-07-21 00:00:00,0,0.0
CUST_33575,JRN_100017,Facebook,2021-06-17 00:00:00,0,0.0
CUST_33575,JRN_100017,Facebook,2021-06-19 00:00:00,0,0.0
CUST_34839,JRN_100018,Instagram,2021-07-12 00:00:00,0,0.0
CUST_34839,JRN_100018,Facebook,2021-07-13 00:00:00,0,0.0
CUST_34839,JRN_100018,Website,2021-07-14 00:00:00,0,0.0
CUST_34839,JRN_100018,Google Ads,2021-07-18 00:00:00,0,0.0
CUST_30012,JRN_100019,Google Ads,2021-10-27 00:00:00,0,0.0
CUST_30012,JRN_100019,YouTube,2021-10-28 00:00:00,0,0.0
CUST_30012,JRN_100019,YouTube,2021-10-31 00:00:00,0,0.0
CUST_30012,JRN_100019,Website,2021-11-05 00:00:00,0,0.0
CUST_24548,JRN_100020,Email,2021-07-08 00:00:00,0,0.0
CUST_32700,JRN_100021,Google Ads,2021-05-20 00:00:00,1,77.34
CUST_33056,JRN_100022,Instagram,2021-09-11 00:00:00,0,0.0
CUST_20472,JRN_100023,YouTube,2021-09-17 00:00:00,0,0.0
CUST_20472,JRN_100023,Website,2021-09-18 00:00:00,0,0.0
CUST_20472,JRN_100023,Email,2021-09-19 00:00:00,0,0.0
CUST_23387,JRN_100024,Facebook,2021-04-18 00:00:00,0,0.0
CUST_23387,JRN_100024,Facebook,2021-04-20 00:00:00,0,0.0
CUST_23387,JRN_100024,Instagram,2021-04-20 00:00:00,0,0.0
CUST_23387,JRN_100024,Website,2021-04-24 00:00:00,0,0.0
CUST_30361,JRN_100025,Instagram,2021-10-24 00:00:00,0,0.0
CUST_30361,JRN_100025,Email,2021-10-27 00:00:00,0,0.0
CUST_31692,JRN_100026,Facebook,2021-07-27 00:00:00,0,0.0
CUST_31692,JRN_100026,Google Ads,2021-07-29 00:00:00,0,0.0
CUST_31692,JRN_100026,Instagram,2021-07-30 00:00:00,0,0.0
CUST_31692,JRN_100026,Email,2021-08-05 00:00:00,0,0.0
CUST_29875,JRN_100027,YouTube,2021-08-09 00:00:00,0,0.0
CUST_22299,JRN_100028,Instagram,2021-06-18 00:00:00,0,0.0
CUST_22299,JRN_100028,Website,2021-06-20 00:00:00,0,0.0
CUST_22299,JRN_100028,Website,2021-06-21 00:00:00,0,0.0
CUST_22299,JRN_100028,Instagram,2021-06-22 00:00:00,0,0.0
CUST_31654,JRN_100029,Website,2021-05-04 00:00:00,0,0.0
CUST_31654,JRN_100029,Facebook,2021-05-06 00:00:00,0,0.0
CUST_31654,JRN_100029,Instagram,2021-05-07 00:00:00,0,0.0
CUST_31654,JRN_100029,Email,2021-05-07 00:00:00,0,0.0
CUST_28545,JRN_100030,Website,2021-09-16 00:00:00,0,0.0
CUST_28545,JRN_100030,Website,2021-09-18 00:00:00,0,0.0
CUST_23030,JRN_100031,Email,2021-05-21 00:00:00,0,0.0
CUST_23030,JRN_100031,YouTube,2021-05-24 00:00:00,0,0.0
CUST_21707,JRN_100032,Google Ads,2021-05-09 00:00:00,0,0.0
CUST_21707,JRN_100032,Facebook,2021-05-11 00:00:00,0,0.0
CUST_21249,JRN_100033,Instagram,2021-05-27 00:00:00,0,0.0
CUST_21249,JRN_100033,Facebook,2021-05-29 00:00:00,0,0.0
CUST_22413,JRN_100034,YouTube,2021-03-24 00:00:00,0,0.0
CUST_22413,JRN_100034,YouTube,2021-03-25 00:00:00,0,0.0
CUST_22413,JRN_100034,Website,2021-03-28 00:00:00,0,0.0
CUST_23005,JRN_100035,YouTube,2021-07-28 00:00:00,1,218.5
CUST_23005,JRN_100035,Website,2021-07-29 00:00:00,1,218.5
CUST_23005,JRN_100035,Email,2021-08-03 00:00:00,1,218.5
CUST_31821,JRN_100036,Email,2021-04-27 00:00:00,0,0.0
CUST_31821,JRN_100036,Website,2021-04-30 00:00:00,0,0.0
CUST_31821,JRN_100036,Instagram,2021-05-01 00:00:00,0,0.0
CUST_29831,JRN_100037,Google Ads,2021-03-14 00:00:00,1,251.57
CUST_33074,JRN_100038,Google Ads,2021-10-23 00:00:00,1,293.0
CUST_33074,JRN_100038,YouTube,2021-10-26 00:00:00,1,293.0
CUST_24288,JRN_100039,Facebook,2021-10-06 00:00:00,0,0.0
CUST_24288,JRN_100039,Google Ads,2021-10-08 00:00:00,0,0.0
CUST_24288,JRN_100039,Google Ads,2021-10-09 00:00:00,0,0.0
CUST_24288,JRN_100039,YouTube,2021-10-10 00:00:00,0,0.0
CUST_28155,JRN_100040,Instagram,2021-07-10 00:00:00,0,0.0
CUST_28155,JRN_100040,Instagram,2021-07-11 00:00:00,0,0.0
CUST_28155,JRN_100040,Google Ads,2021-07-14 00:00:00,0,0.0
CUST_28155,JRN_100040,Website,2021-07-16 00:00:00,0,0.0
CUST_20021,JRN_100041,Website,2021-01-21 00:00:00,0,0.0
CUST_32077,JRN_100042,Website,2021-02-18 00:00:00,0,0.0
CUST_32077,JRN_100042,YouTube,2021-02-20 00:00:00,0,0.0
CUST_32077,JRN_100042,Email,2021-02-22 00:00:00,0,0.0
CUST_30473,JRN_100043,Facebook,2021-07-14 00:00:00,0,0.0
CUST_28586,JRN_100044,Website,2021-08-18 00:00:00,0,0.0
CUST_28586,JRN_100044,Facebook,2021-08-19 00:00:00,0,0.0
CUST_28586,JRN_100044,Instagram,2021-08-22 00:00:00,0,0.0
CUST_28586,JRN_100044,Website,2021-08-24 00:00:00,0,0.0
CUST_28055,JRN_100045,YouTube,2021-08-19 00:00:00,0,0.0
CUST_28055,JRN_100045,Email,2021-08-20 00:00:00,0,0.0
CUST_23231,JRN_100046,YouTube,2021-09-27 00:00:00,0,0.0
CUST_23231,JRN_100046,Google Ads,2021-09-29 00:00:00,0,0.0
CUST_23231,JRN_100046,YouTube,2021-09-29 00:00:00,0,0.0
CUST_23231,JRN_100046,Website,2021-10-03 00:00:00,0,0.0
CUST_27678,JRN_100047,Instagram,2021-08-08 00:00:00,0,0.0
CUST_27678,JRN_100047,Google Ads,2021-08-10 00:00:00,0,0.0
CUST_27678,JRN_100047,Facebook,2021-08-11 00:00:00,0,0.0
CUST_27678,JRN_100047,Google Ads,2021-08-17 00:00:00,0,0.0
CUST_25265,JRN_100048,YouTube,2021-04-06 00:00:00,0,0.0
CUST_25265,JRN_100048,Facebook,2021-04-07 00:00:00,0,0.0
CUST_25265,JRN_100048,Instagram,2021-04-12 00:00:00,0,0.0
CUST_21406,JRN_100049,YouTube,2021-03-13 00:00:00,0,0.0
CUST_21406,JRN_100049,YouTube,2021-03-14 00:00:00,0,0.0
CUST_21406,JRN_100049,Email,2021-03-17 00:00:00,0,0.0
CUST_20528,JRN_100050,Google Ads,2021-07-11 00:00:00,0,0.0
CUST_21429,JRN_100051,Google Ads,2021-09-10 00:00:00,0,0.0
CUST_21429,JRN_100051,Facebook,2021-09-12 00:00:00,0,0.0
CUST_21429,JRN_100051,Website,2021-09-12 00:00:00,0,0.0
CUST_33418,JRN_100052,Facebook,2021-03-04 00:00:00,0,0.0
CUST_33418,JRN_100052,Instagram,2021-03-07 00:00:00,0,0.0
CUST_33418,JRN_100052,Facebook,2021-03-10 00:00:00,0,0.0
CUST_27991,JRN_100053,Email,2021-10-23 00:00:00,0,0.0
CUST_24438,JRN_100054,YouTube,2021-02-10 00:00:00,0,0.0
CUST_24438,JRN_100054,Google Ads,2021-02-11 00:00:00,0,0.0
CUST_31228,JRN_100055,Google Ads,2021-06-11 00:00:00,0,0.0
CUST_33153,JRN_100056,YouTube,2021-04-17 00:00:00,0,0.0
CUST_23404,JRN_100057,Website,2021-03-03 00:00:00,0,0.0
CUST_23404,JRN_100057,Facebook,2021-03-04 00:00:00,0,0.0
CUST_23404,JRN_100057,Google Ads,2021-03-09 00:00:00,0,0.0
CUST_24787,JRN_100058,YouTube,2021-10-27 00:00:00,0,0.0
CUST_27592,JRN_100059,Google Ads,2021-04-07 00:00:00,0,0.0
CUST_27592,JRN_100059,Instagram,2021-04-09 00:00:00,0,0.0
CUST_34866,JRN_100060,Website,2021-02-20 00:00:00,0,0.0
CUST_34866,JRN_100060,Instagram,2021-02-23 00:00:00,0,0.0
CUST_34866,JRN_100060,YouTube,2021-02-23 00:00:00,0,0.0
CUST_34866,JRN_100060,YouTube,2021-02-24 00:00:00,0,0.0
CUST_27962,JRN_100061,Instagram,2021-06-19 00:00:00,0,0.0
CUST_27962,JRN_100061,Facebook,2021-06-21 00:00:00,0,0.0
CUST_27962,JRN_100061,Email,2021-06-25 00:00:00,0,0.0
CUST_29723,JRN_100062,YouTube,2021-04-22 00:00:00,0,0.0
CUST_29723,JRN_100062,Google Ads,2021-04-24 00:00:00,0,0.0
CUST_29723,JRN_100062,Website,2021-04-25 00:00:00,0,0.0
CUST_29723,JRN_100062,Email,2021-04-25 00:00:00,0,0.0
CUST_20762,JRN_100063,Instagram,2021-01-24 00:00:00,1,251.21
CUST_26661,JRN_100064,Email,2021-09-03 00:00:00,0,0.0
CUST_21634,JRN_100065,Email,2021-09-21 00:00:00,0,0.0
CUST_21634,JRN_100065,Website,2021-09-22 00:00:00,0,0.0
CUST_26223,JRN_100066,Email,2021-09-04 00:00:00,0,0.0
CUST_26223,JRN_100066,Facebook,2021-09-05 00:00:00,0,0.0
CUST_26223,JRN_100066,Facebook,2021-09-06 00:00:00,0,0.0
CUST_30458,JRN_100067,Google Ads,2021-10-25 00:00:00,1,202.76
CUST_22896,JRN_100068,Email,2021-07-16 00:00:00,0,0.0
CUST_22896,JRN_100068,YouTube,2021-07-19 00:00:00,0,0.0
CUST_30363,JRN_100069,Website,2021-10-18 00:00:00,0,0.0
CUST_30363,JRN_100069,Facebook,2021-10-21 00:00:00,0,0.0
CUST_22629,JRN_100070,Instagram,2021-06-09 00:00:00,0,0.0
CUST_22629,JRN_100070,Website,2021-06-11 00:00:00,0,0.0
CUST_22629,JRN_100070,YouTube,2021-06-13 00:00:00,0,0.0
CUST_28724,JRN_100071,Facebook,2021-09-25 00:00:00,0,0.0
CUST_31890,JRN_100072,Google Ads,2021-02-28 00:00:00,0,0.0
CUST_31890,JRN_100072,Google Ads,2021-03-01 00:00:00,0,0.0
CUST_31890,JRN_100072,Website,2021-03-03 00:00:00,0,0.0
CUST_31890,JRN_100072,Website,2021-03-04 00:00:00,0,0.0
CUST_30072,JRN_100073,Instagram,2021-10-19 00:00:00,0,0.0
CUST_30072,JRN_100073,Website,2021-10-21 00:00:00,0,0.0
CUST_30072,JRN_100073,Facebook,2021-10-22 00:00:00,0,0.0
CUST_30072,JRN_100073,Website,2021-10-22 00:00:00,0,0.0
CUST_25199,JRN_100074,YouTube,2021-03-09 00:00:00,0,0.0
CUST_31707,JRN_100075,Instagram,2021-03-15 00:00:00,0,0.0
CUST_31707,JRN_100075,Instagram,2021-03-17 00:00:00,0,0.0
CUST_31707,JRN_100075,YouTube,2021-03-17 00:00:00,0,0.0
CUST_31707,JRN_100075,Email,2021-03-24 00:00:00,0,0.0
CUST_22396,JRN_100076,YouTube,2021-03-07 00:00:00,0,0.0
CUST_25332,JRN_100077,Email,2021-10-02 00:00:00,0,0.0
CUST_21250,JRN_100078,YouTube,2021-07-19 00:00:00,1,470.46
CUST_22634,JRN_100079,Email,2021-04-21 00:00:00,0,0.0
CUST_22634,JRN_100079,Facebook,2021-04-22 00:00:00,0,0.0
CUST_22634,JRN_100079,Website,2021-04-25 00:00:00,0,0.0
CUST_22634,JRN_100079,YouTube,2021-04-27 00:00:00,0,0.0
CUST_25151,JRN_100080,Facebook,2021-02-22 00:00:00,0,0.0
CUST_34338,JRN_100081,Instagram,2021-02-28 00:00:00,1,179.49
CUST_34338,JRN_100081,Facebook,2021-03-02 00:00:00,1,179.49
CUST_20640,JRN_100082,Email,2021-08-14 00:00:00,0,0.0
CUST_20640,JRN_100082,Facebook,2021-08-16 00:00:00,0,0.0
CUST_24651,JRN_100083,Google Ads,2021-06-18 00:00:00,0,0.0
CUST_24651,JRN_100083,Facebook,2021-06-20 00:00:00,0,0.0
CUST_24651,JRN_100083,Email,2021-06-22 00:00:00,0,0.0
CUST_34540,JRN_100084,Website,2021-03-03 00:00:00,1,189.96
CUST_34540,JRN_100084,Email,2021-03-04 00:00:00,1,189.96
CUST_34540,JRN_100084,YouTube,2021-03-09 00:00:00,1,189.96
CUST_29799,JRN_100085,Instagram,2021-04-27 00:00:00,0,0.0
CUST_29799,JRN_100085,Facebook,2021-04-28 00:00:00,0,0.0
CUST_29799,JRN_100085,Facebook,2021-05-01 00:00:00,0,0.0
CUST_29799,JRN_100085,Website,2021-05-03 00:00:00,0,0.0
CUST_20385,JRN_100086,YouTube,2021-02-23 00:00:00,0,0.0
CUST_20385,JRN_100086,Email,2021-02-26 00:00:00,0,0.0
CUST_20385,JRN_100086,Facebook,2021-02-27 00:00:00,0,0.0
CUST_20385,JRN_100086,Email,2021-03-04 00:00:00,0,0.0
CUST_20476,JRN_100087,Email,2021-07-01 00:00:00,0,0.0
CUST_20476,JRN_100087,Facebook,2021-07-03 00:00:00,0,0.0
CUST_20476,JRN_100087,YouTube,2021-07-07 00:00:00,0,0.0
CUST_27344,JRN_100088,Google Ads,2021-04-24 00:00:00,0,0.0
CUST_27344,JRN_100088,Instagram,2021-04-25 00:00:00,0,0.0
CUST_27344,JRN_100088,Facebook,2021-04-28 00:00:00,0,0.0
CUST_24621,JRN_100089,Instagram,2021-06-03 00:00:00,0,0.0
CUST_24621,JRN_100089,Facebook,2021-06-06 00:00:00,0,0.0
CUST_23121,JRN_100090,Instagram,2021-09-03 00:00:00,0,0.0
CUST_34227,JRN_100091,YouTube,2021-08-08 00:00:00,0,0.0
CUST_34227,JRN_100091,YouTube,2021-08-10 00:00:00,0,0.0
CUST_34227,JRN_100091,Instagram,2021-08-11 00:00:00,0,0.0
CUST_34227,JRN_100091,Email,2021-08-17 00:00:00,0,0.0
CUST_23988,JRN_100092,YouTube,2021-09-12 00:00:00,0,0.0
CUST_23988,JRN_100092,Google Ads,2021-09-14 00:00:00,0,0.0
CUST_23988,JRN_100092,Google Ads,2021-09-14 00:00:00,0,0.0
CUST_23988,JRN_100092,Website,2021-09-21 00:00:00,0,0.0
CUST_23507,JRN_100093,Website,2021-01-29 00:00:00,0,0.0
CUST_23507,JRN_100093,Google Ads,2021-02-01 00:00:00,0,0.0
CUST_32763,JRN_100094,Email,2021-03-04 00:00:00,0,0.0
CUST_32763,JRN_100094,Google Ads,2021-03-05 00:00:00,0,0.0
CUST_32763,JRN_100094,Google Ads,2021-03-08 00:00:00,0,0.0
CUST_32763,JRN_100094,Email,2021-03-13 00:00:00,0,0.0
CUST_27515,JRN_100095,Instagram,2021-09-24 00:00:00,0,0.0
CUST_27515,JRN_100095,Website,2021-09-25 00:00:00,0,0.0
CUST_27515,JRN_100095,Email,2021-09-30 00:00:00,0,0.0
CUST_29380,JRN_100096,Facebook,2021-03-28 00:00:00,0,0.0
CUST_29380,JRN_100096,Instagram,2021-03-31 00:00:00,0,0.0
CUST_29380,JRN_100096,YouTube,2021-04-03 00:00:00,0,0.0
CUST_29380,JRN_100096,YouTube,2021-04-03 00:00:00,0,0.0
CUST_20568,JRN_100097,YouTube,2021-04-28 00:00:00,0,0.0
CUST_28112,JRN_100098,Email,2021-01-09 00:00:00,1,355.47
CUST_28112,JRN_100098,Website,2021-01-12 00:00:00,1,355.47
CUST_28112,JRN_100098,Instagram,2021-01-13 00:00:00,1,355.47
CUST_31592,JRN_100099,Google Ads,2021-04-13 00:00:00,0,0.0
CUST_31592,JRN_100099,Google Ads,2021-04-15 00:00:00,0,0.0
CUST_31592,JRN_100099,Instagram,2021-04-15 00:00:00,0,0.0
CUST_31592,JRN_100099,YouTube,2021-04-19 00:00:00,0,0.0
CUST_27348,JRN_100100,YouTube,2021-06-23 00:00:00,0,0.0
CUST_27348,JRN_100100,Instagram,2021-06-26 00:00:00,0,0.0
CUST_28176,JRN_100101,Instagram,2021-06-17 00:00:00,1,396.6
CUST_22529,JRN_100102,Instagram,2021-06-20 00:00:00,0,0.0
CUST_22529,JRN_100102,YouTube,2021-06-22 00:00:00,0,0.0
CUST_29639,JRN_100103,YouTube,2021-04-05 00:00:00,0,0.0
CUST_21143,JRN_100104,Instagram,2021-09-07 00:00:00,0,0.0
CUST_26373,JRN_100105,Instagram,2021-04-28 00:00:00,0,0.0
CUST_26373,JRN_100105,Facebook,2021-04-30 00:00:00,0,0.0
CUST_26373,JRN_100105,Google Ads,2021-05-01 00:00:00,0,0.0
CUST_26373,JRN_100105,Facebook,2021-05-04 00:00:00,0,0.0
CUST_20665,JRN_100106,Instagram,2021-06-10 00:00:00,0,0.0
CUST_20665,JRN_100106,Google Ads,2021-06-13 00:00:00,0,0.0
CUST_20665,JRN_100106,Instagram,2021-06-16 00:00:00,0,0.0
CUST_25717,JRN_100107,Instagram,2021-08-29 00:00:00,0,0.0
CUST_25717,JRN_100107,Google Ads,2021-09-01 00:00:00,0,0.0
CUST_25717,JRN_100107,Website,2021-09-02 00:00:00,0,0.0
CUST_32742,JRN_100108,Facebook,2021-10-02 00:00:00,0,0.0
CUST_26442,JRN_100109,YouTube,2021-06-04 00:00:00,1,230.01
CUST_26442,JRN_100109,Instagram,2021-06-07 00:00:00,1,230.01
CUST_26442,JRN_100109,Website,2021-06-08 00:00:00,1,230.01
CUST_34352,JRN_100110,Instagram,2021-09-03 00:00:00,1,490.55
CUST_34352,JRN_100110,Email,2021-09-04 00:00:00,1,490.55
CUST_34352,JRN_100110,YouTube,2021-09-05 00:00:00,1,490.55
CUST_34352,JRN_100110,Google Ads,2021-09-12 00:00:00,1,490.55
CUST_31075,JRN_100111,Facebook,2021-07-13 00:00:00,0,0.0
CUST_21167,JRN_100112,Email,2021-07-29 00:00:00,0,0.0
CUST_21167,JRN_100112,Email,2021-07-30 00:00:00,0,0.0
CUST_21167,JRN_100112,Email,2021-07-31 00:00:00,0,0.0
CUST_21167,JRN_100112,Email,2021-08-01 00:00:00,0,0.0
CUST_24122,JRN_100113,YouTube,2021-04-09 00:00:00,0,0.0
CUST_24122,JRN_100113,Google Ads,2021-04-12 00:00:00,0,0.0
CUST_24122,JRN_100113,Email,2021-04-13 00:00:00,0,0.0
CUST_24122,JRN_100113,Google Ads,2021-04-15 00:00:00,0,0.0
CUST_31223,JRN_100114,Email,2021-09-12 00:00:00,0,0.0
CUST_31223,JRN_100114,Email,2021-09-14 00:00:00,0,0.0
CUST_31223,JRN_100114,Google Ads,2021-09-18 00:00:00,0,0.0
CUST_31223,JRN_100114,Website,2021-09-21 00:00:00,0,0.0
CUST_34888,JRN_100115,Google Ads,2021-02-11 00:00:00,0,0.0
CUST_34888,JRN_100115,Email,2021-02-14 00:00:00,0,0.0
CUST_32261,JRN_100116,Website,2021-03-22 00:00:00,0,0.0
CUST_32261,JRN_100116,Instagram,2021-03-25 00:00:00,0,0.0
CUST_29546,JRN_100117,YouTube,2021-07-20 00:00:00,1,448.03
CUST_29546,JRN_100117,Facebook,2021-07-21 00:00:00,1,448.03
CUST_29546,JRN_100117,YouTube,2021-07-26 00:00:00,1,448.03
CUST_34702,JRN_100118,Website,2021-05-28 00:00:00,0,0.0
CUST_34702,JRN_100118,YouTube,2021-05-29 00:00:00,0,0.0
CUST_34702,JRN_100118,Email,2021-06-01 00:00:00,0,0.0
CUST_20218,JRN_100119,Website,2021-02-28 00:00:00,0,0.0
CUST_20218,JRN_100119,Google Ads,2021-03-02 00:00:00,0,0.0
CUST_20218,JRN_100119,Website,2021-03-03 00:00:00,0,0.0
CUST_20218,JRN_100119,Website,2021-03-06 00:00:00,0,0.0
CUST_26230,JRN_100120,Google Ads,2021-09-23 00:00:00,0,0.0
CUST_26230,JRN_100120,Facebook,2021-09-25 00:00:00,0,0.0
CUST_26230,JRN_100120,Website,2021-09-25 00:00:00,0,0.0
CUST_32014,JRN_100121,Email,2021-03-31 00:00:00,0,0.0
CUST_22443,JRN_100122,Website,2021-09-10 00:00:00,0,0.0
CUST_20215,JRN_100123,Instagram,2021-10-19 00:00:00,0,0.0
CUST_20215,JRN_100123,Facebook,2021-10-22 00:00:00,0,0.0
CUST_34177,JRN_100124,Website,2021-07-30 00:00:00,0,0.0
CUST_34177,JRN_100124,YouTube,2021-08-01 00:00:00,0,0.0
CUST_30174,JRN_100125,Facebook,2021-02-14 00:00:00,0,0.0
CUST_30174,JRN_100125,YouTube,2021-02-16 00:00:00,0,0.0
CUST_30927,JRN_100126,YouTube,2021-02-13 00:00:00,0,0.0
CUST_30927,JRN_100126,YouTube,2021-02-14 00:00:00,0,0.0
CUST_28414,JRN_100127,Website,2021-01-11 00:00:00,0,0.0
CUST_28414,JRN_100127,Google Ads,2021-01-12 00:00:00,0,0.0
CUST_29434,JRN_100128,Website,2021-01-31 00:00:00,0,0.0
CUST_29434,JRN_100128,Website,2021-02-02 00:00:00,0,0.0
CUST_29434,JRN_100128,Website,2021-02-03 00:00:00,0,0.0
CUST_29434,JRN_100128,Email,2021-02-06 00:00:00,0,0.0
CUST_28448,JRN_100129,Website,2021-04-08 00:00:00,1,354.72
CUST_28448,JRN_100129,Instagram,2021-04-10 00:00:00,1,354.72
CUST_28448,JRN_100129,Instagram,2021-04-10 00:00:00,1,354.72
CUST_21300,JRN_100130,Instagram,2021-02-21 00:00:00,1,410.61
CUST_21300,JRN_100130,Google Ads,2021-02-22 00:00:00,1,410.61
CUST_21300,JRN_100130,Facebook,2021-02-24 00:00:00,1,410.61
CUST_21300,JRN_100130,Instagram,2021-02-25 00:00:00,1,410.61
CUST_27564,JRN_100131,YouTube,2021-06-16 00:00:00,1,445.84
CUST_27564,JRN_100131,Facebook,2021-06-19 00:00:00,1,445.84
CUST_22612,JRN_100132,Email,2021-07-24 00:00:00,0,0.0
CUST_22612,JRN_100132,Facebook,2021-07-26 00:00:00,0,0.0
CUST_22612,JRN_100132,Website,2021-07-27 00:00:00,0,0.0
CUST_22612,JRN_100132,Email,2021-07-30 00:00:00,0,0.0
CUST_26321,JRN_100133,Facebook,2021-04-01 00:00:00,0,0.0
CUST_24559,JRN_100134,Facebook,2021-04-04 00:00:00,0,0.0
CUST_24559,JRN_100134,Google Ads,2021-04-05 00:00:00,0,0.0
CUST_30103,JRN_100135,Website,2021-08-30 00:00:00,0,0.0
CUST_30103,JRN_100135,Email,2021-08-31 00:00:00,0,0.0
CUST_23550,JRN_100136,Instagram,2021-04-20 00:00:00,0,0.0
CUST_23550,JRN_100136,Facebook,2021-04-21 00:00:00,0,0.0
CUST_23550,JRN_100136,YouTube,2021-04-22 00:00:00,0,0.0
CUST_29017,JRN_100137,Google Ads,2021-05-16 00:00:00,0,0.0
CUST_29017,JRN_100137,Facebook,2021-05-17 00:00:00,0,0.0
CUST_29017,JRN_100137,Facebook,2021-05-22 00:00:00,0,0.0
CUST_32922,JRN_100138,Google Ads,2021-09-11 00:00:00,1,274.03
CUST_26728,JRN_100139,Email,2021-02-03 00:00:00,0,0.0
CUST_21374,JRN_100140,Email,2021-03-25 00:00:00,0,0.0
CUST_21374,JRN_100140,Google Ads,2021-03-27 00:00:00,0,0.0
CUST_21374,JRN_100140,Website,2021-03-27 00:00:00,0,0.0
CUST_21374,JRN_100140,Facebook,2021-03-31 00:00:00,0,0.0
CUST_26297,JRN_100141,Instagram,2021-01-18 00:00:00,0,0.0
CUST_26297,JRN_100141,Facebook,2021-01-20 00:00:00,0,0.0
CUST_23364,JRN_100142,YouTube,2021-06-19 00:00:00,0,0.0
CUST_23364,JRN_100142,Google Ads,2021-06-22 00:00:00,0,0.0
CUST_30196,JRN_100143,Instagram,2021-09-27 00:00:00,0,0.0
CUST_30196,JRN_100143,Google Ads,2021-09-29 00:00:00,0,0.0
CUST_33220,JRN_100144,Facebook,2021-10-23 00:00:00,0,0.0
CUST_33220,JRN_100144,Email,2021-10-25 00:00:00,0,0.0
CUST_33220,JRN_100144,Website,2021-10-26 00:00:00,0,0.0
CUST_33220,JRN_100144,Google Ads,2021-10-27 00:00:00,0,0.0
CUST_23945,JRN_100145,Facebook,2021-09-12 00:00:00,0,0.0
CUST_23945,JRN_100145,Facebook,2021-09-14 00:00:00,0,0.0
CUST_23945,JRN_100145,Email,2021-09-16 00:00:00,0,0.0
CUST_23945,JRN_100145,Email,2021-09-18 00:00:00,0,0.0
CUST_20349,JRN_100146,YouTube,2021-06-22 00:00:00,0,0.0
CUST_20349,JRN_100146,Instagram,2021-06-24 00:00:00,0,0.0
CUST_20349,JRN_100146,Google Ads,2021-06-25 00:00:00,0,0.0
CUST_20349,JRN_100146,YouTube,2021-07-01 00:00:00,0,0.0
CUST_23913,JRN_100147,Website,2021-09-01 00:00:00,0,0.0
